0.05 0.01 
0.15 0.01 
0.25 0.01 
0.35 0.01 
0.44999999999999996 0.01 
0.5499999999999999 0.01 
0.65 0.01 
0.75 0.01 
0.85 0.01 
0.95 0.01 
0.05 0.03 
0.15 0.03 
0.25 0.03 
0.35 0.03 
0.44999999999999996 0.03 
0.5499999999999999 0.03 
0.65 0.03 
0.75 0.03 
0.85 0.03 
0.95 0.03 
0.05 0.05 
0.15 0.05 
0.25 0.05 
0.35 0.05 
0.44999999999999996 0.05 
0.5499999999999999 0.05 
0.65 0.05 
0.75 0.05 
0.85 0.05 
0.95 0.05 
0.05 0.06999999999999999 
0.15 0.06999999999999999 
0.25 0.06999999999999999 
0.35 0.06999999999999999 
0.44999999999999996 0.06999999999999999 
0.5499999999999999 0.06999999999999999 
0.65 0.06999999999999999 
0.75 0.06999999999999999 
0.85 0.06999999999999999 
0.95 0.06999999999999999 
0.05 0.09 
0.15 0.09 
0.25 0.09 
0.35 0.09 
0.44999999999999996 0.09 
0.5499999999999999 0.09 
0.65 0.09 
0.75 0.09 
0.85 0.09 
0.95 0.09 
0.05 0.11 
0.15 0.11 
0.25 0.11 
0.35 0.11 
0.44999999999999996 0.11 
0.5499999999999999 0.11 
0.65 0.11 
0.75 0.11 
0.85 0.11 
0.95 0.11 
0.05 0.13 
0.15 0.13 
0.25 0.13 
0.35 0.13 
0.44999999999999996 0.13 
0.5499999999999999 0.13 
0.65 0.13 
0.75 0.13 
0.85 0.13 
0.95 0.13 
0.05 0.15000000000000002 
0.15 0.15000000000000002 
0.25 0.15000000000000002 
0.35 0.15000000000000002 
0.44999999999999996 0.15000000000000002 
0.5499999999999999 0.15000000000000002 
0.65 0.15000000000000002 
0.75 0.15000000000000002 
0.85 0.15000000000000002 
0.95 0.15000000000000002 
0.05 0.17 
0.15 0.17 
0.25 0.17 
0.35 0.17 
0.44999999999999996 0.17 
0.5499999999999999 0.17 
0.65 0.17 
0.75 0.17 
0.85 0.17 
0.95 0.17 
0.05 0.19 
0.15 0.19 
0.25 0.19 
0.35 0.19 
0.44999999999999996 0.19 
0.5499999999999999 0.19 
0.65 0.19 
0.75 0.19 
0.85 0.19 
0.95 0.19 
0.05 0.21000000000000002 
0.15 0.21000000000000002 
0.25 0.21000000000000002 
0.35 0.21000000000000002 
0.44999999999999996 0.21000000000000002 
0.5499999999999999 0.21000000000000002 
0.65 0.21000000000000002 
0.75 0.21000000000000002 
