0.85 0.21000000000000002 
0.95 0.21000000000000002 
0.05 0.23 
0.15 0.23 
0.25 0.23 
0.35 0.23 
0.44999999999999996 0.23 
0.5499999999999999 0.23 
0.65 0.23 
0.75 0.23 
0.85 0.23 
0.95 0.23 
0.05 0.25 
0.15 0.25 
0.25 0.25 
0.35 0.25 
0.44999999999999996 0.25 
0.5499999999999999 0.25 
0.65 0.25 
0.75 0.25 
0.85 0.25 
0.95 0.25 
0.05 0.27 
0.15 0.27 
0.25 0.27 
0.35 0.27 
0.44999999999999996 0.27 
0.5499999999999999 0.27 
0.65 0.27 
0.75 0.27 
0.85 0.27 
0.95 0.27 
0.05 0.29000000000000004 
0.15 0.29000000000000004 
0.25 0.29000000000000004 
0.35 0.29000000000000004 
0.44999999999999996 0.29000000000000004 
0.5499999999999999 0.29000000000000004 
0.65 0.29000000000000004 
0.75 0.29000000000000004 
0.85 0.29000000000000004 
0.95 0.29000000000000004 
0.05 0.31 
0.15 0.31 
0.25 0.31 
0.35 0.31 
0.44999999999999996 0.31 
0.5499999999999999 0.31 
0.65 0.31 
0.75 0.31 
0.85 0.31 
0.95 0.31 
0.05 0.33 
0.15 0.33 
0.25 0.33 
0.35 0.33 
0.44999999999999996 0.33 
0.5499999999999999 0.33 
0.65 0.33 
0.75 0.33 
0.85 0.33 
0.95 0.33 
0.05 0.35000000000000003 
0.15 0.35000000000000003 
0.25 0.35000000000000003 
0.35 0.35000000000000003 
0.44999999999999996 0.35000000000000003 
0.5499999999999999 0.35000000000000003 
0.65 0.35000000000000003 
0.75 0.35000000000000003 
0.85 0.35000000000000003 
0.95 0.35000000000000003 
0.05 0.37 
0.15 0.37 
0.25 0.37 
0.35 0.37 
0.44999999999999996 0.37 
0.5499999999999999 0.37 
0.65 0.37 
0.75 0.37 
0.85 0.37 
0.95 0.37 
0.05 0.39 
0.15 0.39 
0.25 0.39 
0.35 0.39 
0.44999999999999996 0.39 
0.5499999999999999 0.39 
0.65 0.39 
0.75 0.39 
0.85 0.39 
0.95 0.39 
0.05 0.41000000000000003 
0.15 0.41000000000000003 
0.25 0.41000000000000003 
0.35 0.41000000000000003 
0.44999999999999996 0.41000000000000003 
0.5499999999999999 0.41000000000000003 
0.65 0.41000000000000003 
0.75 0.41000000000000003 
0.85 0.41000000000000003 
0.95 0.41000000000000003 
0.05 0.43 
0.15 0.43 
0.25 0.43 
0.35 0.43 
0.44999999999999996 0.43 
0.5499999999999999 0.43 
0.65 0.43 
0.75 0.43 
0.85 0.43 
0.95 0.43 
0.05 0.45 
0.15 0.45 
0.25 0.45 
0.35 0.45 
0.44999999999999996 0.45 
0.5499999999999999 0.45 
0.65 0.45 
0.75 0.45 
0.85 0.45 
0.95 0.45 
0.05 0.47000000000000003 
0.15 0.47000000000000003 
0.25 0.47000000000000003 
0.35 0.47000000000000003 
0.44999999999999996 0.47000000000000003 
0.5499999999999999 0.47000000000000003 
0.65 0.47000000000000003 
0.75 0.47000000000000003 
0.85 0.47000000000000003 
0.95 0.47000000000000003 
0.05 0.49 
0.15 0.49 
0.25 0.49 
0.35 0.49 
0.44999999999999996 0.49 
0.5499999999999999 0.49 
0.65 0.49 
0.75 0.49 
0.85 0.49 
0.95 0.49 
0.05 0.51 
0.15 0.51 
0.25 0.51 
0.35 0.51 
0.44999999999999996 0.51 
0.5499999999999999 0.51 
0.65 0.51 
0.75 0.51 
0.85 0.51 
0.95 0.51 
0.05 0.53 
0.15 0.53 
0.25 0.53 
0.35 0.53 
0.44999999999999996 0.53 
0.5499999999999999 0.53 
0.65 0.53 
0.75 0.53 
0.85 0.53 
0.95 0.53 
0.05 0.55 
0.15 0.55 
0.25 0.55 
0.35 0.55 
0.44999999999999996 0.55 
0.5499999999999999 0.55 
0.65 0.55 
0.75 0.55 
0.85 0.55 
0.95 0.55 
0.05 0.5700000000000001 
0.15 0.5700000000000001 
0.25 0.5700000000000001 
0.35 0.5700000000000001 
0.44999999999999996 0.5700000000000001 
0.5499999999999999 0.5700000000000001 
0.65 0.5700000000000001 
0.75 0.5700000000000001 
0.85 0.5700000000000001 
0.95 0.5700000000000001 
0.05 0.59 
0.15 0.59 
0.25 0.59 
0.35 0.59 
0.44999999999999996 0.59 
0.5499999999999999 0.59 
0.65 0.59 
0.75 0.59 
0.85 0.59 
0.95 0.59 
0.05 0.61 
0.15 0.61 
0.25 0.61 
0.35 0.61 
0.44999999999999996 0.61 
0.5499999999999999 0.61 
0.65 0.61 
0.75 0.61 
0.85 0.61 
0.95 0.61 
0.05 0.63 
0.15 0.63 
0.25 0.63 
0.35 0.63 
0.44999999999999996 0.63 
0.5499999999999999 0.63 
0.65 0.63 
0.75 0.63 
0.85 0.63 
0.95 0.63 
0.05 0.65 
0.15 0.65 
0.25 0.65 
0.35 0.65 
0.44999999999999996 0.65 
0.5499999999999999 0.65 
0.65 0.65 
0.75 0.65 
0.85 0.65 
0.95 0.65 
0.05 0.67 
0.15 0.67 
0.25 0.67 
0.35 0.67 
0.44999999999999996 0.67 
0.5499999999999999 0.67 
0.65 0.67 
0.75 0.67 
0.85 0.67 
0.95 0.67 
0.05 0.6900000000000001 
0.15 0.6900000000000001 
0.25 0.6900000000000001 
0.35 0.6900000000000001 
0.44999999999999996 0.6900000000000001 
0.5499999999999999 0.6900000000000001 
0.65 0.6900000000000001 
0.75 0.6900000000000001 
0.85 0.6900000000000001 
0.95 0.6900000000000001 
0.05 0.7100000000000001 
0.15 0.7100000000000001 
0.25 0.7100000000000001 
0.35 0.7100000000000001 
0.44999999999999996 0.7100000000000001 
0.5499999999999999 0.7100000000000001 
0.65 0.7100000000000001 
0.75 0.7100000000000001 
0.85 0.7100000000000001 
0.95 0.7100000000000001 
0.05 0.73 
0.15 0.73 
0.25 0.73 
0.35 0.73 
0.44999999999999996 0.73 
0.5499999999999999 0.73 
0.65 0.73 
0.75 0.73 
0.85 0.73 
0.95 0.73 
0.05 0.75 
0.15 0.75 
0.25 0.75 
0.35 0.75 
0.44999999999999996 0.75 
0.5499999999999999 0.75 
0.65 0.75 
0.75 0.75 
0.85 0.75 
0.95 0.75 
0.05 0.77 
0.15 0.77 
0.25 0.77 
0.35 0.77 
0.44999999999999996 0.77 
0.5499999999999999 0.77 
0.65 0.77 
0.75 0.77 
0.85 0.77 
0.95 0.77 
0.05 0.79 
0.15 0.79 
0.25 0.79 
0.35 0.79 
0.44999999999999996 0.79 
0.5499999999999999 0.79 
0.65 0.79 
0.75 0.79 
0.85 0.79 
0.95 0.79 
0.05 0.81 
0.15 0.81 
0.25 0.81 
0.35 0.81 
0.44999999999999996 0.81 
0.5499999999999999 0.81 
0.65 0.81 
0.75 0.81 
0.85 0.81 
0.95 0.81 
0.05 0.8300000000000001 
0.15 0.8300000000000001 
0.25 0.8300000000000001 
0.35 0.8300000000000001 
0.44999999999999996 0.8300000000000001 
0.5499999999999999 0.8300000000000001 
0.65 0.8300000000000001 
0.75 0.8300000000000001 
0.85 0.8300000000000001 
0.95 0.8300000000000001 
0.05 0.85 
0.15 0.85 
0.25 0.85 
0.35 0.85 
0.44999999999999996 0.85 
0.5499999999999999 0.85 
0.65 0.85 
0.75 0.85 
0.85 0.85 
0.95 0.85 
0.05 0.87 
0.15 0.87 
0.25 0.87 
0.35 0.87 
0.44999999999999996 0.87 
0.5499999999999999 0.87 
0.65 0.87 
0.75 0.87 
0.85 0.87 
0.95 0.87 
0.05 0.89 
0.15 0.89 
0.25 0.89 
0.35 0.89 
0.44999999999999996 0.89 
0.5499999999999999 0.89 
0.65 0.89 
0.75 0.89 
0.85 0.89 
0.95 0.89 
0.05 0.91 
0.15 0.91 
0.25 0.91 
0.35 0.91 
0.44999999999999996 0.91 
0.5499999999999999 0.91 
0.65 0.91 
0.75 0.91 
0.85 0.91 
0.95 0.91 
0.05 0.93 
0.15 0.93 
0.25 0.93 
0.35 0.93 
0.44999999999999996 0.93 
0.5499999999999999 0.93 
0.65 0.93 
0.75 0.93 
0.85 0.93 
0.95 0.93 
0.05 0.9500000000000001 
0.15 0.9500000000000001 
0.25 0.9500000000000001 
0.35 0.9500000000000001 
0.44999999999999996 0.9500000000000001 
0.5499999999999999 0.9500000000000001 
0.65 0.9500000000000001 
0.75 0.9500000000000001 
0.85 0.9500000000000001 
0.95 0.9500000000000001 
0.05 0.97 
0.15 0.97 
0.25 0.97 
0.35 0.97 
0.44999999999999996 0.97 
0.5499999999999999 0.97 
0.65 0.97 
0.75 0.97 
0.85 0.97 
0.95 0.97 
0.05 0.99 
0.15 0.99 
0.25 0.99 
0.35 0.99 
0.44999999999999996 0.99 
0.5499999999999999 0.99 
0.65 0.99 
0.75 0.99 
0.85 0.99 
0.95 0.99 
